"beach_idn","beach","city","region","number.of.surveys.BB","most.recent.survey.BB","number.of.surveys.MD","most.recent.survey.MD","latitude","longitude","turn_latitude","turn_longitude","monitored","blength","bb.stat","smd.stat","lmd.stat","last3tag","bbn12","lmdn12","mmdn12","smdn12","bb.col","smd.col","lmd.col"
857,"Sunset Road South","Sunset Beach","Oregon North",12,"2019-06-24",8,"2019-07-21",46.09858,-123.9428,46.08887,-123.93991,TRUE,1.11,2,2,2,"126; 125; 124",12,8,8,8,"Currently monitored","Currently monitored","Currently monitored"
698,"Cape Lookout","Netarts","Oregon North",11,"2019-07-14",0,NA,45.358185,-123.972647,45.36888,-123.969927,TRUE,1.2,2,1,1,"358; 357; 356",11,0,0,0,"Currently monitored","Available","Available"
27,"Bob Straub State Prk","Pacific City","Oregon North",0,"2016-07-12",0,NA,45.19262,-123.96859,45.181821,-123.969944,TRUE,1.6,1,2,2,"592; 131; 130",0,0,0,0,"Available","Currently monitored","Currently monitored"
865,"South Beach State Park","Newport","Oregon North",1,"2018-10-24",11,"2019-06-29",44.59879,-124.067391,44.611592,-124.072026,TRUE,1.09,1,2,1,"545; 544; 543",1,1,11,10,"Available","Currently monitored","Available"
375,"Nye South","Newport","Oregon North",7,"2019-06-30",8,"2019-06-04",44.63578,-124.065094,44.618095,-124.067412,TRUE,1.9,2,1,2,"643; 642; 641",7,8,0,0,"Currently monitored","Available","Currently monitored"
832,"Grant Creek","Newport","Oregon North",0,NA,12,"2019-07-29",44.580269,-124.068935,44.572513,-124.069596,TRUE,0.91,2,2,2,"",0,12,0,0,"Currently monitored","Currently monitored","Currently monitored"
374,"Nye North","Newport","Oregon North",11,"2019-07-18",0,NA,44.644762,-124.06249,44.636578,-124.065094,TRUE,0.95,2,1,1,"517; 516; 515",11,0,0,0,"Currently monitored","Available","Available"
686,"McPhillips Beach","","Oregon North",12,"2019-07-08",0,NA,45.233704,-123.971105,45.223071,-123.973112,TRUE,1.2,2,1,1,"852; 851; 850",12,0,0,0,"Currently monitored","Available","Available"
444,"Seaside Beach","Seaside","Oregon North",1,"2019-01-25",0,NA,46.001498,-123.928799,45.976337,-123.937952,TRUE,2.88,2,1,2,"68; 67; 58",1,0,0,0,"Currently monitored","Available","Currently monitored"
770,"OR Mile 313 N","Cannon Beach","Oregon North",1,"2018-09-07",0,NA,45.886541,-123.96418,45.87976,-123.963346,TRUE,0.78,2,2,2,"569; 568; 566",1,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
243,"OR Mile 309 (Arch Cape)","Cannon Beach","Oregon North",8,"2019-05-26",0,NA,45.803097,-123.967239,45.823396,-123.962597,TRUE,1.6,2,1,1,"191; 190; 189",8,0,0,0,"Currently monitored","Available","Available"
238,"OR Mile 255","Neskowin","Oregon North",12,"2019-07-16",0,NA,45.125047,-123.979637,45.141237,-123.976113,TRUE,1.6,2,1,1,"427; 426; 425",12,0,0,0,"Currently monitored","Available","Available"
451,"Short Beach","Tillamook","Oregon North",7,"2019-02-17",0,"2017-11-26",45.472611,-123.969905,45.478656,-123.969659,TRUE,0.7,2,2,2,"948; 947; 946",7,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
302,"Short Sands OWSP","Manzanita","Oregon North",9,"2019-07-24",0,NA,45.757757,-123.964569,45.763824,-123.970055,TRUE,1,2,1,1,"395; 394; 393",9,0,0,0,"Currently monitored","Available","Available"
233,"OR Mile 196","Yachats","Oregon North",25,"2019-07-27",10,"2019-06-02",44.338175,-124.099058,44.350019,-124.096657,TRUE,1.6,2,2,2,"999; 998; 997",25,10,10,10,"Currently monitored","Currently monitored","Currently monitored"
888,"Fort Stevens State Park North","Hammond","Oregon North",7,"2019-02-25",0,NA,46.21449,-124.00406,46.20418,-123.99673,TRUE,1.33,2,2,2,"36; 35; 34",7,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
631,"Muriel Ponsler","Florence","Oregon North",12,"2019-07-13",0,NA,44.168239,-124.117375,44.175666,-124.116679,TRUE,0.8,2,1,1,"737; 736; 735",12,0,0,0,"Currently monitored","Available","Available"
713,"Bob Straub South","Pacific City ","Oregon North",10,"2019-07-12",0,NA,45.18171,-123.969816,45.172472,-123.970485,TRUE,1,2,2,2,"330; 329; 328",10,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
826,"Surfland Beach","Newport","Oregon North",12,"2019-07-21",8,"2019-05-23",44.580665,-124.068848,44.589407,-124.068204,TRUE,0.97,2,2,2,"349; 348; 347",12,8,0,0,"Currently monitored","Currently monitored","Currently monitored"
281,"Roads End","Lincoln City","Oregon North",1,"2018-08-17",8,"2019-06-30",45.008757,-124.00952,45.020966,-124.009017,TRUE,1,1,2,1,"883; 882; 881",1,2,5,1,"Available","Currently monitored","Available"
642,"Salishan Spit","Cutler City","Oregon North",0,"2015-07-26",3,"2019-01-29",44.91969,-124.02807,44.92632,-124.022584,TRUE,1,1,2,2,"941; 940; 939",0,3,3,0,"Available","Currently monitored","Currently monitored"
732,"Schooner South","Newport","Oregon North",13,"2019-07-10",17,"2019-08-05",44.687599,-124.067138,44.67721,-124.07452,TRUE,1.4,2,2,2,"308; 307; 305",13,11,13,13,"Currently monitored","Currently monitored","Currently monitored"
640,"Delaura Rd S","Warrenton","Oregon North",5,"2019-07-14",0,NA,46.140119,-123.96005,46.129198,-123.955429,TRUE,1.3,2,1,1,"625; 624; 623",5,0,0,0,"Currently monitored","Available","Available"
704,"Ocean Beach","Florence","Oregon North",1,"2018-10-13",0,NA,44.186377,-124.116076,44.199482,-124.114912,TRUE,1.5,2,1,1,"360; 359; 358",1,0,0,0,"Currently monitored","Available","Available"
474,"OR Mile 285","Cape Meares","Oregon North",11,"2019-06-15",0,NA,45.49421,-123.9657,45.507081,-123.958049,TRUE,1.61,2,1,1,"561; 559; 558",11,0,0,0,"Currently monitored","Available","Available"
766,"Coronado Shores","Lincoln City","Oregon North",0,"2016-07-30",0,"2017-10-06",44.863867,-124.04287,44.873214,-124.039823,TRUE,1,1,1,1,"320; 319; 318",0,0,0,0,"Available","Available","Available"
235,"OR Mile 241","Lincoln City","Oregon North",0,"2015-11-30",0,NA,44.945268,-124.023823,44.959722,-124.020943,TRUE,1.6,1,1,1,"2; 1; 7",0,0,0,0,"Available","Available","Available"
8,"Arcadia Beach","Cannon Beach","Oregon North",11,"2019-07-22",9,"2019-07-29",45.847717,-123.9617,45.838483,-123.961133,TRUE,0.8,2,2,2,"495; 494; 493",11,9,0,0,"Currently monitored","Currently monitored","Currently monitored"
853,"Barview Jetty","Rockaway Beach","Oregon North",0,"2017-06-02",0,NA,45.57126,-123.95668,45.57883,-123.95393,TRUE,0.9,1,1,1,"",0,0,0,0,"Available","Available","Available"
846,"Fort Stevens State Park","Warrenton","Oregon North",8,"2019-03-22",0,"2017-12-08",46.17665,-123.97929,46.18675,-123.98556,TRUE,1.2,1,1,1,"209; 208; 207",8,0,0,0,"Available","Available","Available"
887,"Agate Beach South","Newport","Oregon North",0,"2018-06-12",0,NA,44.65917,-124.05728,44.64476,-124.06249,TRUE,1.66,1,2,2,"205; 204; 203",0,0,0,0,"Available","Currently monitored","Currently monitored"
720,"Rock Creek","Florence","Oregon North",0,"2016-03-17",0,NA,44.183032,-124.116275,44.17672,-124.116537,TRUE,0.7,1,1,1,"110; 109; 108",0,0,0,0,"Available","Available","Available"
714,"North Bob Straub","Pacific City","Oregon North",0,"2015-07-16",0,NA,45.192665,-123.96866,45.202309,-123.968949,TRUE,1.1,2,1,1,"591; 590; 589",0,0,0,0,"Currently monitored","Available","Available"
239,"OR Mile 266","Netarts","Oregon North",0,"2009-08-08",0,NA,45.280464,-123.962772,45.289929,-123.963367,TRUE,1,1,1,1,"945; 944; 943",0,0,0,0,"Available","Available","Available"
697,"Beachside State Park","Waldport","Oregon North",7,"2019-06-01",0,"2016-11-27",44.383358,-124.090366,44.371388,-124.091978,TRUE,1.3,2,2,2,"522; 521; 520",7,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
825,"Seaside Beach North","Seaside","Oregon North",0,NA,2,"2019-07-30",46.001567,-123.93001,46.009853,-123.925519,TRUE,0.64,1,1,1,"",0,2,0,0,"Available","Available","Available"
716,"Euchre Creek","Gold Beach","Oregon South",1,"2018-09-08",0,NA,42.55371,-124.394713,42.545443,-124.397239,TRUE,1,1,1,1,"657; 656; 655",1,0,0,0,"Available","Available","Available"
773,"Sacchi Beach","Charleston","Oregon South",3,"2019-01-26",0,NA,43.271296,-124.381991,43.259525,-124.386727,TRUE,1.38,1,1,1,"201; 123; 122",3,0,0,0,"Available","Available","Available"
892,"Coos Spit","Coos Bay","Oregon South",0,NA,0,NA,43.3572,-124.33854,43.36876,-124.32877,TRUE,1.5,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
636,"OR Mile 102 N","Bandon","Oregon South",0,"2017-02-18",0,NA,43.124237,-124.425972,43.134111,-124.420908,TRUE,1.2,2,1,1,"700",0,0,0,0,"Currently monitored","Available","Available"
427,"Bullards Beach South","Bandon","Oregon South",2,"2018-10-25",0,NA,43.136256,-124.420101,43.144997,-124.417029,TRUE,1,2,1,1,"3; 37; 36",2,0,0,0,"Currently monitored","Available","Available"
527,"Sunset Bay","Charleston","Oregon South",3,"2019-02-06",0,NA,43.331768,-124.374539,43.33535,-124.372372,TRUE,0.46,2,1,1,"999; 889; 888",3,0,0,0,"Currently monitored","Available","Available"
701,"Harris Beach","Brookings, OR","Oregon South",0,"2017-12-16",0,NA,42.066597,-124.313115,42.070162,-124.31762,TRUE,0.6,2,1,1,"344; 343; 342",0,0,0,0,"Currently monitored","Available","Available"
656,"Whaleshead","Brookings","Oregon South",0,"2018-04-20",0,NA,42.143174,-124.356255,42.134646,-124.352265,TRUE,1.1,2,1,1,"207; 206; 205",0,0,0,0,"Currently monitored","Available","Available"
231,"OR Mile 168","Florence","Oregon South",3,"2018-11-06",0,NA,43.975476,-124.140651,43.986924,-124.138866,TRUE,1.7,2,1,1,"423; 422; 421",3,0,0,0,"Currently monitored","Available","Available"
776,"Crissey Field","Brookings","Oregon South",0,"2017-07-02",0,NA,42.003862,-124.214566,41.990668,-124.209243,TRUE,1.6,1,1,1,"100; 105; 104",0,0,0,0,"Available","Available","Available"
297,"Seven Devils Wayside","Bandon","Oregon South",0,"2017-10-23",0,NA,43.219332,-124.397847,43.236549,-124.391508,TRUE,2,2,1,1,"312; 311; 309",0,0,0,0,"Currently monitored","Available","Available"
806,"Whiskey Run N","Bandon","Oregon South",13,"2019-07-24",0,NA,43.210744,-124.395069,43.219491,-124.397584,TRUE,1,2,1,1,"217; 216; 215",13,0,0,0,"Currently monitored","Available","Available"
232,"OR Mile 175","Florence","Oregon South",0,"2015-10-25",0,NA,44.067849,-124.12797,44.089939,-124.124963,TRUE,1.7,1,1,1,"637; 633; 632",0,0,0,0,"Available","Available","Available"
671,"Salmon Harbor Drive","Reedsport","Oregon South",0,"2016-02-17",0,NA,43.648436,-124.209841,43.632969,-124.212738,TRUE,1.8,1,1,1,"800; 804; 803",0,0,0,0,"Available","Available","Available"
748,"Salmon Harbor South","Reedsport","Oregon South",0,"2016-06-23",0,NA,43.63296,-124.21275,43.60749,-124.21863,TRUE,2.3,1,1,1,"791; 790; 789",0,0,0,0,"Available","Available","Available"
660,"OR Mile 121 (Lighthouse Beach)","Charleston","Oregon South",2,"2018-12-02",0,NA,43.33916,-124.37329,43.341734,-124.361144,TRUE,1,2,1,1,"390; 389; 388",2,0,0,0,"Currently monitored","Available","Available"
635,"OR Mile 102 S","Bandon","Oregon South",0,"2014-10-09",0,NA,43.122449,-124.429313,43.11684,-124.434994,TRUE,0.8,2,1,1,"622; 621; 620",0,0,0,0,"Currently monitored","Available","Available"
705,"Pistol River State Park","","Oregon South",12,"2019-07-24",0,NA,42.277248,-124.40752,42.254628,-124.410489,TRUE,2.5,2,1,1,"242; 239; 238",12,0,0,0,"Currently monitored","Available","Available"
808,"Seven Devils North","Bandon","Oregon South",12,"2019-06-16",0,NA,43.23609,-124.39158,43.25782,-124.386976,TRUE,2.4,2,1,1,"426; 425; 424",12,0,0,0,"Currently monitored","Available","Available"
247,"OR Mile 99","Bandon","Oregon South",11,"2019-07-09",0,NA,43.090019,-124.434501,43.082826,-124.435255,TRUE,1,2,1,1,"786; 785; 784",11,0,0,0,"Currently monitored","Available","Available"
467,"OR Mile 101","Bandon ","Oregon South",8,"2019-07-13",0,NA,43.113768,-124.436928,43.105363,-124.435278,TRUE,1.09,2,1,1,"505; 504; 501",8,0,0,0,"Currently monitored","Available","Available"
752,"Wayside Park","Port Orford","Oregon South",0,"2015-07-21",0,NA,42.742178,-124.492366,42.737769,-124.482521,TRUE,0.9,2,1,1,"533; 532; 531",0,0,0,0,"Currently monitored","Available","Available"
807,"Whiskey Run S","Bandon","Oregon South",1,"2018-09-01",0,NA,43.210775,-124.395026,43.202124,-124.397192,TRUE,1,2,1,1,"7; 3; 1",1,0,0,0,"Currently monitored","Available","Available"
878,"Cut Creek North","Bandon","Oregon South",3,"2018-12-31",0,NA,43.19194,-124.3994,43.1841667,-124.4022222,TRUE,0.8,2,1,1,"307; 306; 305",3,0,0,0,"Currently monitored","Available","Available"
465,"Bastendorff South","Charleston","Oregon South",10,"2019-07-07",0,NA,43.344398,-124.349142,43.341731,-124.359163,TRUE,0.93,2,1,1,"932; 931; 930",10,0,0,0,"Currently monitored","Available","Available"
775,"Turtle Rock South","Gold Beach","Oregon South",1,"2018-09-09",0,NA,42.385714,-124.424393,42.368895,-124.424735,TRUE,1.9,2,1,1,"117; 116; 115",1,0,0,0,"Currently monitored","Available","Available"
511,"Hubbard Creek","Port Orford","Oregon South",2,"2018-09-17",0,NA,42.735967,-124.47735,42.729117,-124.470367,TRUE,0.95,2,1,1,"611; 610; 609",2,0,0,0,"Currently monitored","Available","Available"
510,"Cape Blanco North","Port Orford","Oregon South",0,"2017-08-09",0,NA,42.837612,-124.560189,42.840181,-124.552726,TRUE,0.69,1,1,1,"400; 402; 401",0,0,0,0,"Available","Available","Available"
463,"Lone Ranch Beach","Brookings","Oregon South",5,"2019-03-30",0,NA,42.10062,-124.345693,42.093171,-124.341354,TRUE,1,2,1,1,"18; 17; 16",5,0,0,0,"Currently monitored","Available","Available"
712,"Harbor Vista","Florence","Oregon South",0,"2013-11-27",0,NA,44.018893,-124.140481,44.036109,-124.134087,TRUE,2.1,1,1,1,"607; 606; 605",0,0,0,0,"Available","Available","Available"
37,"Bullards Beach North","Bandon","Oregon South",3,"2019-08-01",0,NA,43.146418,-124.416341,43.155159,-124.413064,TRUE,1,2,1,1,"3; 2; 1",3,0,0,0,"Currently monitored","Available","Available"
468,"OR Mile 23","Pistol River","Oregon South",0,"2015-10-18",0,NA,42.306376,-124.411015,42.298327,-124.41024,TRUE,1,1,1,1,"109; 106; 104",0,0,0,0,"Available","Available","Available"
675,"Chetco Beach South","Brookings","Oregon South",0,"2018-04-07",0,NA,42.044723,-124.270044,42.041259,-124.26435,TRUE,1.25,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
329,"Tenmile Beach","Coos Bay","Oregon South",0,"2017-01-28",0,NA,43.559036,-124.23364,43.535397,-124.242286,TRUE,1.6,1,1,1,"3; 2; 1",0,0,0,0,"Available","Available","Available"
630,"China Creek","Bandon","Oregon South",10,"2019-07-02",0,NA,43.074474,-124.436946,43.08202,-124.436273,TRUE,0.8,2,1,1,"950; 949; 948",10,0,0,0,"Currently monitored","Available","Available"
805,"OR Mile 100","Bandon","Oregon South",13,"2019-07-27",0,NA,43.105199,-124.435594,43.09099,-124.43329,TRUE,1.6,2,1,1,"344; 343; 342",13,0,0,0,"Currently monitored","Available","Available"
12,"Bastendorff","Coos Bay","Oregon South",0,"2018-07-15",0,NA,43.345004,-124.349039,43.350206,-124.340137,TRUE,1.2,1,1,1,"101; 100; 99",0,0,0,0,"Available","Available","Available"
879,"Bandon Dunes Beach","Bandon","Oregon South",4,"2018-12-31",0,NA,43.2009722,-124.3971111,43.1919444,-124.3994444,TRUE,1.02,2,1,1,"203; 202; 201",4,0,0,0,"Currently monitored","Available","Available"
695,"Otter Point","Gold Beach","Oregon South",23,"2019-08-06",0,NA,42.45243,-124.427036,42.461856,-124.423243,TRUE,1.75,2,1,1,"394; 393; 392",23,0,0,0,"Currently monitored","Available","Available"
871,"Dog Beach","Port Orford","Oregon South",1,"2019-05-08",0,NA,42.74026,-124.49908,42.74159,-124.49514,TRUE,0.36,2,1,1,"433",1,0,0,0,"Currently monitored","Available","Available"
519,"Cape Sebastian","Gold Beach","Oregon South",7,"2019-06-28",0,NA,42.307375,-124.410975,42.321611,-124.425698,TRUE,2.15,2,1,1,"195; 194; 193",7,0,0,0,"Currently monitored","Available","Available"
699,"Horsfall South","Coos Bay","Oregon South",0,"2016-11-09",0,NA,43.453626,-124.277683,43.439798,-124.284965,TRUE,1.65,1,1,1,"669; 668; 667",0,0,0,0,"Available","Available","Available"
605,"Humbug Mtn State Park","Port Orford","Oregon South",2,"2019-07-07",0,NA,42.684319,-124.447599,42.692868,-124.453502,TRUE,1.1,2,1,1,"426; 425; 424",2,0,0,0,"Currently monitored","Available","Available"
288,"Sand Point South","Sekiu","North Coast",0,"2010-08-21",0,NA,48.125754,-124.711473,48.109725,-124.692061,TRUE,1.3,1,1,1,"1; 52; 51",0,0,0,0,"Available","Available","Available"
777,"Boone Creek","Pacific Beach","North Coast",10,"2019-06-12",0,NA,47.169313,-124.195243,47.161386,-124.192402,TRUE,0.9,2,1,1,"501; 598; 596",10,0,0,0,"Currently monitored","Available","Available"
116,"Goodman Creek","Forks","North Coast",10,"2019-07-06",0,NA,47.823553,-124.510676,47.819342,-124.496589,TRUE,1.3,2,1,1,"8; 7; 43",10,0,0,0,"Currently monitored","Available","Available"
262,"Point Grenville","Moclips","North Coast",1,"2018-09-13",0,NA,47.301693,-124.254017,47.30388,-124.278368,TRUE,2,2,2,2,"58; 57; 56",1,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
330,"Third Beach","La Push","North Coast",9,"2019-04-30",0,NA,47.874038,-124.578325,47.87795,-124.59809,TRUE,1.6,2,1,1,"32; 31; 30",9,0,0,0,"Currently monitored","Available","Available"
537,"Ruby North","Forks","North Coast",0,"2017-07-23",0,NA,47.714927,-124.418693,47.712002,-124.416492,TRUE,0.37,2,1,1,"23; 22; 21",0,0,0,0,"Currently monitored","Available","Available"
153,"Kalaloch North","Forks","North Coast",0,"2018-05-13",0,NA,47.61749,-124.377738,47.60713,-124.375388,TRUE,1.1,2,1,1,"10; 747; 746",0,0,0,0,"Currently monitored","Available","Available"
137,"Hoh River","Forks","North Coast",0,"2015-09-19",0,NA,47.750043,-124.434778,47.753751,-124.441727,TRUE,0.7,1,1,1,"19; 18; 17",0,0,0,0,"Available","Available","Available"
574,"Ruby Caves South","Forks","North Coast",0,"2015-06-10",0,NA,47.691452,-124.411458,47.704549,-124.415315,TRUE,1.5,1,1,1,"17; 6; 5",0,0,0,0,"Available","Available","Available"
780,"Roosevelt South","Pacific Beach","North Coast",10,"2019-06-12",0,NA,47.175248,-124.196403,47.169313,-124.195243,TRUE,0.9,2,1,1,"500; 599; 597",10,0,0,0,"Currently monitored","Available","Available"
16,"Beach 2","Forks","North Coast",0,"2016-09-28",0,NA,47.592439,-124.368717,47.577909,-124.36467,TRUE,1.5,1,1,1,"999; 40; 39",0,0,0,0,"Available","Available","Available"
620,"Sanctuary Beach","Kalaloch","North Coast",0,"2015-08-22",0,NA,47.650049,-124.388923,47.664974,-124.395632,TRUE,1.8,1,1,1,"109; 108; 107",0,0,0,0,"Available","Available","Available"
441,"Hoh South","Forks","North Coast",0,"2009-10-09",0,NA,47.734189,-124.422941,47.749669,-124.435196,TRUE,2,1,1,1,"934; 803; 802",0,0,0,0,"Available","Available","Available"
15,"Beach 1","Forks","North Coast",0,"2017-02-01",0,NA,47.583309,-124.365982,47.565364,-124.361892,TRUE,1.4,1,1,1,"3; 7; 7",0,0,0,0,"Available","Available","Available"
300,"Shi Shi Beach","Neah Bay","North Coast",12,"2019-07-30",0,NA,48.278563,-124.681058,48.247155,-124.69993,TRUE,4,2,1,1,"24; 23; 23",12,0,0,0,"Currently monitored","Available","Available"
622,"Steamboat Creek N","Kalaloch","North Coast",0,"2015-02-25",0,NA,47.679361,-124.404485,47.691092,-124.411234,TRUE,1.4,1,1,1,"21; 20; 19",0,0,0,0,"Available","Available","Available"
278,"Raft River","Taholah","North Coast",1,"2018-09-13",0,NA,47.462326,-124.342195,47.451411,-124.339402,TRUE,1.3,2,2,2,"40; 39; 38",1,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
735,"South Beach Spit","Forks","North Coast",0,"2017-03-10",0,NA,47.56615,-124.36172,NA,NA,TRUE,1,2,1,1,"154; 152; 151",0,0,0,0,"Currently monitored","Available","Available"
279,"Rialto Jetty","La Push","North Coast",9,"2019-06-22",0,NA,47.920407,-124.638882,47.909258,-124.642994,TRUE,1.1,2,2,2,"787; 786; 785",9,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
95,"Ellen Creek","","North Coast",10,"2019-07-06",0,NA,47.920452,-124.639031,47.9322,-124.642853,TRUE,1.4,2,1,1,"3; 2; 1",10,0,0,0,"Currently monitored","Available","Available"
252,"Pacific Beach","Pacific Beach","North Coast",12,"2019-08-05",0,"2017-05-21",47.219269,-124.209744,47.206483,-124.203167,TRUE,1.4,2,1,1,"999; 453; 452",12,0,0,0,"Currently monitored","Available","Available"
283,"Ruby South","Forks","North Coast",0,"2016-08-29",0,NA,47.704593,-124.415087,47.712002,-124.416492,TRUE,0.85,1,1,1,"67; 66; 65",0,0,0,0,"Available","Available","Available"
139,"Hole in the Wall","La Push","North Coast",7,"2019-07-06",0,NA,47.932187,-124.642987,47.942037,-124.650645,TRUE,1.2,2,1,1,"89; 88; 77",7,0,0,0,"Currently monitored","Available","Available"
529,"Wedding Rocks South","Ozette","North Coast",0,"2017-09-15",0,NA,48.148608,-124.719186,48.134752,-124.710036,TRUE,1.7,1,1,1,"51; 41; 33",0,0,0,0,"Available","Available","Available"
696,"Copalis13","Copalis","North Coast",0,"2013-06-24",0,NA,47.138737,-124.185287,47.145853,-124.188967,TRUE,1.6,1,1,1,"34",0,0,0,0,"Available","Available","Available"
345,"Wedding Rocks","Sekiu","North Coast",0,"2017-09-15",0,NA,48.160679,-124.731892,48.14954,-124.720089,TRUE,1.7,1,1,1,"33; 9; 61",0,0,0,0,"Available","Available","Available"
292,"Second Beach","La Push","North Coast",9,"2019-04-29",0,"2017-11-18",47.891965,-124.628721,47.8783,-124.608205,TRUE,2.4,2,1,1,"0; 33; 31",9,0,0,0,"Currently monitored","Available","Available"
306,"Tsoo-Yess South","Neah Bay","North Coast",11,"2019-06-15",0,NA,48.295611,-124.670497,48.311182,-124.662036,TRUE,1.9,2,1,1,"44; 156; 155",11,0,0,0,"Currently monitored","Available","Available"
154,"Kalaloch South","Forks","North Coast",0,"2017-08-15",0,NA,47.605538,-124.374279,47.592439,-124.368717,TRUE,1.6,1,1,1,"357; 356; 355",0,0,0,0,"Available","Available","Available"
135,"Hobuck Beach","Neah Bay","North Coast",11,"2019-06-19",0,NA,48.342887,-124.676046,48.328678,-124.660305,TRUE,2,2,1,1,"109; 108; 107",11,0,0,0,"Currently monitored","Available","Available"
858,"Toleak Beach","Oil City","North Coast",6,"2019-07-20",0,"2017-12-10",47.8613,-124.55832,47.85129,-124.55279,TRUE,1.35,2,1,1,"301; 301",6,0,0,0,"Currently monitored","Available","Available"
453,"Moclips Beach","Moclips","North Coast",0,"2015-08-25",0,NA,47.228284,-124.213332,47.218661,-124.209519,TRUE,1.1,1,1,1,"323; 322; 321",0,0,0,0,"Available","Available","Available"
287,"Sand Point North","Sekiu","North Coast",0,"2015-09-19",0,NA,48.125754,-124.711473,48.134752,-124.710036,TRUE,1.2,1,1,1,"20; 19; 18",0,0,0,0,"Available","Available","Available"
305,"Tsoo-Yess North","Neah Bay","North Coast",14,"2019-07-02",0,NA,48.311182,-124.662036,48.324445,-124.658019,TRUE,1.96,2,1,1,"772; 772; 771",14,0,0,0,"Currently monitored","Available","Available"
756,"Haskin North","Pacific Beach","North Coast",0,"2015-05-27",0,NA,47.203195,-124.203484,47.195891,-124.203023,TRUE,0.8,1,1,1,"600; 599; 598",0,0,0,0,"Available","Available","Available"
17,"Beach 3","Kalaloch","North Coast",12,"2019-07-05",0,NA,47.650278,-124.388889,47.640833,-124.386667,TRUE,1.1,2,1,1,"205; 204; 203",12,0,0,0,"Currently monitored","Available","Available"
220,"Norwegian Memorial","La Push","North Coast",7,"2019-04-21",0,NA,48.036605,-124.681915,48.02272,-124.681013,TRUE,1.9,2,1,1,"5; 9; 8",7,0,0,0,"Currently monitored","Available","Available"
757,"Haskin South","Pacific Beach","North Coast",0,"2018-04-20",0,NA,47.195772,-124.202737,47.189539,-124.20115,TRUE,0.7,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
350,"Whale Creek","Taholah","North Coast",0,"2014-02-28",0,NA,47.480684,-124.343469,47.480956,-124.343458,TRUE,3.1,1,1,1,"211; 210; 209",0,0,0,0,"Available","Available","Available"
737,"Roosevelt North","Elma","North Coast",0,"2017-10-15",0,NA,47.175452,-124.196949,47.185788,-124.199202,TRUE,1.2,1,1,1,"268; 267; 266",0,0,0,0,"Available","Available","Available"
369,"Wa-atch","Neah Bay","North Coast",12,"2019-07-24",0,NA,48.34392,-124.676307,48.337558,-124.682523,TRUE,0.9,2,1,1,"819; 818; 817",12,0,0,0,"Currently monitored","Available","Available"
251,"Ozette","Sekiu","North Coast",0,"2003-09-01",0,NA,48.187615,-124.702128,48.181253,-124.708402,TRUE,2.1,1,1,1,"10; 9; 8",0,0,0,0,"Available","Available","Available"
440,"Abbey Island","Forks","North Coast",0,"2017-07-23",0,NA,47.712043,-124.416473,47.730401,-124.421287,TRUE,2.1,2,1,1,"117; 116; 115",0,0,0,0,"Currently monitored","Available","Available"
585,"Mosquito Creek","La Push","North Coast",10,"2019-07-06",0,NA,47.819342,-124.496589,47.798972,-124.481556,TRUE,2.7,2,1,1,"7; 6; 3",10,0,0,0,"Currently monitored","Available","Available"
623,"Steamboat Creek S","Kalaloch","North Coast",0,"2015-04-25",0,NA,47.664974,-124.395632,47.679361,-124.404485,TRUE,1.8,1,1,1,"221; 220; 218",0,0,0,0,"Available","Available","Available"
483,"Seabeck North","Seabeck","Puget Sound",0,"2017-01-25",0,NA,47.641161,-122.828455,47.642216,-122.824516,TRUE,0.33,1,1,1,"",0,0,0,0,"Available","Available","Available"
194,"McCleod Beach","Vashon","Puget Sound",0,"2016-08-16",0,NA,47.503328,-122.477084,47.500468,-122.477232,TRUE,0.4,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
392,"Anacortes Kiwanis Beach","Anacortes","Puget Sound",12,"2019-07-21",10,"2019-07-25",48.517225,-122.62679,48.518776,-122.623574,TRUE,0.3,2,2,2,"10; 53; 52",12,9,10,0,"Currently monitored","Currently monitored","Currently monitored"
563,"Illahee","Illahee","Puget Sound",0,"2015-01-28",3,"2019-06-26",47.612634,-122.595972,47.599614,-122.595548,TRUE,1.6,1,2,2,"22; 18; 19",0,0,3,3,"Available","Currently monitored","Currently monitored"
320,"Squally Beach","Tacoma","Puget Sound",0,"2014-08-27",0,NA,47.28079,-122.39113,47.281186,-122.397559,TRUE,0.5,1,1,1,"1; 1",0,0,0,0,"Available","Available","Available"
603,"Salsbury County Park","Port Gamble","Puget Sound",0,"2017-04-01",0,NA,47.856845,-122.607527,47.85599,-122.608888,TRUE,0.14,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
